audit_id,child_id,agent,timestamp,confidence_score,status,execution_time_ms,escalated
AUD-CH-208-Dom-5308,CH-208,Domain Analysis Agent,2026-03-01T18:26:15,0.84,completed,3739,False
AUD-CH-208-Gui-6370,CH-208,Guideline Generation Agent,2026-03-01T18:26:36,0.72,escalated_to_human,4617,True
AUD-CH-208-Goa-6724,CH-208,Goal Generation Agent,2026-03-01T18:27:09,0.8,completed,3417,False
AUD-CH-208-Mil-6464,CH-208,Milestone Planning Agent,2026-03-01T18:27:16,0.96,completed,1441,False
AUD-CH-208-Car-5976,CH-208,Caregiver Guidance Agent,2026-03-01T18:27:46,0.76,completed,5934,False
AUD-CH-208-Eth-8048,CH-208,Ethics and Consent Agent,2026-03-01T18:27:57,0.96,passed,1881,False
AUD-CH-208-Bia-3679,CH-208,Bias Monitoring Agent,2026-03-01T18:28:03,0.98,passed,2166,False
AUD-CH-208-Dat-8955,CH-208,Data Quality Agent,2026-03-01T18:28:10,0.92,passed,1028,False
AUD-CH-208-Con-7779,CH-208,Confidence and Abstention Agent,2026-03-01T18:28:19,0.97,passed,628,False
AUD-CH-209-Inp-1889,CH-209,Input Aggregation Agent,2026-03-02T04:05:00,0.96,completed,3878,False
AUD-CH-209-Pro-9149,CH-209,Profile Synthesis Agent,2026-03-02T04:05:19,0.86,completed,375,False
AUD-CH-209-Pre-1669,CH-209,Prediction Agent,2026-03-02T04:06:04,0.93,completed,3542,False
AUD-CH-209-Dom-6192,CH-209,Domain Analysis Agent,2026-03-02T04:06:28,0.8,completed,968,False
AUD-CH-209-Gui-7942,CH-209,Guideline Generation Agent,2026-03-02T04:07:06,0.83,completed,3728,False
AUD-CH-209-Goa-7562,CH-209,Goal Generation Agent,2026-03-02T04:07:22,0.88,completed,1445,False
AUD-CH-209-Mil-2662,CH-209,Milestone Planning Agent,2026-03-02T04:07:59,0.81,completed,1356,False
AUD-CH-209-Car-4193,CH-209,Caregiver Guidance Agent,2026-03-02T04:08:43,0.83,completed,5991,False
AUD-CH-209-Eth-7993,CH-209,Ethics and Consent Agent,2026-03-02T04:09:15,0.98,passed,160,False
AUD-CH-209-Bia-5987,CH-209,Bias Monitoring Agent,2026-03-02T04:09:25,0.95,passed,588,False
AUD-CH-209-Dat-7918,CH-209,Data Quality Agent,2026-03-02T04:09:38,0.97,passed,1174,False
AUD-CH-209-Con-5344,CH-209,Confidence and Abstention Agent,2026-03-02T04:09:51,0.95,passed,2477,False
AUD-CH-210-Inp-1676,CH-210,Input Aggregation Agent,2026-03-01T12:25:00,0.92,completed,172,False
AUD-CH-210-Pro-1972,CH-210,Profile Synthesis Agent,2026-03-01T12:25:21,0.81,completed,2577,False
AUD-CH-210-Pre-6863,CH-210,Prediction Agent,2026-03-01T12:25:29,0.94,completed,543,False
AUD-CH-210-Dom-4647,CH-210,Domain Analysis Agent,2026-03-01T12:25:39,0.9,completed,4461,False
AUD-CH-210-Gui-1556,CH-210,Guideline Generation Agent,2026-03-01T12:26:16,0.87,completed,3163,False
AUD-CH-210-Goa-2263,CH-210,Goal Generation Agent,2026-03-01T12:26:41,0.81,completed,965,False
AUD-CH-210-Mil-6771,CH-210,Milestone Planning Agent,2026-03-01T12:26:52,0.73,escalated_to_human,1059,True
AUD-CH-210-Car-7035,CH-210,Caregiver Guidance Agent,2026-03-01T12:27:13,0.97,completed,4688,False
AUD-CH-210-Eth-8715,CH-210,Ethics and Consent Agent,2026-03-01T12:27:36,0.92,passed,1529,False
AUD-CH-210-Bia-4154,CH-210,Bias Monitoring Agent,2026-03-01T12:27:49,0.93,passed,1953,False
AUD-CH-210-Dat-6510,CH-210,Data Quality Agent,2026-03-01T12:27:51,0.96,passed,925,False
AUD-CH-210-Con-5169,CH-210,Confidence and Abstention Agent,2026-03-01T12:28:04,0.93,passed,2289,False
AUD-CH-211-Inp-2056,CH-211,Input Aggregation Agent,2026-03-03T05:35:00,0.69,escalated_to_human,2371,True
AUD-CH-211-Pro-6946,CH-211,Profile Synthesis Agent,2026-03-03T05:35:39,0.89,completed,5262,False
AUD-CH-211-Pre-7337,CH-211,Prediction Agent,2026-03-03T05:36:09,0.76,completed,4428,False
AUD-CH-211-Dom-6532,CH-211,Domain Analysis Agent,2026-03-03T05:36:18,0.7,escalated_to_human,4913,True
AUD-CH-211-Gui-8205,CH-211,Guideline Generation Agent,2026-03-03T05:36:49,0.9,completed,325,False
AUD-CH-211-Goa-3601,CH-211,Goal Generation Agent,2026-03-03T05:37:10,0.76,completed,1438,False
AUD-CH-211-Mil-4908,CH-211,Milestone Planning Agent,2026-03-03T05:37:29,0.93,completed,792,False
AUD-CH-211-Car-5043,CH-211,Caregiver Guidance Agent,2026-03-03T05:37:48,0.75,completed,3185,False
AUD-CH-211-Eth-5550,CH-211,Ethics and Consent Agent,2026-03-03T05:38:23,0.91,passed,2391,False
AUD-CH-211-Bia-7180,CH-211,Bias Monitoring Agent,2026-03-03T05:38:38,0.66,flagged_for_review,1533,True
AUD-CH-211-Dat-4112,CH-211,Data Quality Agent,2026-03-03T05:38:45,0.93,passed,2315,False
AUD-CH-211-Con-3918,CH-211,Confidence and Abstention Agent,2026-03-03T05:38:55,0.97,passed,2016,False
AUD-CH-212-Inp-7357,CH-212,Input Aggregation Agent,2026-03-02T16:28:00,0.73,escalated_to_human,3873,True
AUD-CH-212-Pro-3847,CH-212,Profile Synthesis Agent,2026-03-02T16:28:34,0.86,completed,806,False
AUD-CH-212-Pre-8327,CH-212,Prediction Agent,2026-03-02T16:29:16,0.76,completed,4049,False
AUD-CH-212-Dom-2223,CH-212,Domain Analysis Agent,2026-03-02T16:29:37,0.83,completed,4248,False
AUD-CH-212-Gui-6223,CH-212,Guideline Generation Agent,2026-03-02T16:29:59,0.72,escalated_to_human,891,True
AUD-CH-212-Goa-1007,CH-212,Goal Generation Agent,2026-03-02T16:30:25,0.77,completed,5813,False
AUD-CH-212-Mil-6901,CH-212,Milestone Planning Agent,2026-03-02T16:30:48,0.92,completed,572,False
AUD-CH-212-Car-4535,CH-212,Caregiver Guidance Agent,2026-03-02T16:31:14,0.97,completed,3630,False
AUD-CH-212-Eth-9544,CH-212,Ethics and Consent Agent,2026-03-02T16:31:47,0.95,passed,1929,False
AUD-CH-212-Bia-8016,CH-212,Bias Monitoring Agent,2026-03-02T16:32:00,0.98,passed,1264,False
AUD-CH-212-Dat-2765,CH-212,Data Quality Agent,2026-03-02T16:32:14,0.92,passed,594,False
AUD-CH-212-Con-1661,CH-212,Confidence and Abstention Agent,2026-03-02T16:32:21,0.95,passed,952,False
AUD-CH-213-Inp-3880,CH-213,Input Aggregation Agent,2026-03-02T18:48:00,0.72,escalated_to_human,1684,True
AUD-CH-213-Pro-3548,CH-213,Profile Synthesis Agent,2026-03-02T18:48:19,0.7,escalated_to_human,5806,True
AUD-CH-213-Pre-5122,CH-213,Prediction Agent,2026-03-02T18:48:57,0.77,completed,5015,False
AUD-CH-213-Dom-1427,CH-213,Domain Analysis Agent,2026-03-02T18:49:22,0.91,completed,648,False
AUD-CH-213-Gui-1975,CH-213,Guideline Generation Agent,2026-03-02T18:49:38,0.86,completed,4516,False
AUD-CH-213-Goa-5101,CH-213,Goal Generation Agent,2026-03-02T18:50:11,0.76,completed,4909,False
AUD-CH-213-Mil-8991,CH-213,Milestone Planning Agent,2026-03-02T18:50:54,0.69,escalated_to_human,5839,True
AUD-CH-213-Car-8048,CH-213,Caregiver Guidance Agent,2026-03-02T18:51:11,0.7,escalated_to_human,1903,True
AUD-CH-213-Eth-7715,CH-213,Ethics and Consent Agent,2026-03-02T18:51:44,0.95,passed,2033,False
AUD-CH-213-Bia-2783,CH-213,Bias Monitoring Agent,2026-03-02T18:51:59,0.92,passed,664,False
AUD-CH-213-Dat-6112,CH-213,Data Quality Agent,2026-03-02T18:52:07,0.94,passed,166,False
AUD-CH-213-Con-1529,CH-213,Confidence and Abstention Agent,2026-03-02T18:52:11,0.98,passed,1556,False
AUD-CH-214-Inp-2203,CH-214,Input Aggregation Agent,2026-03-02T11:06:00,0.81,completed,5783,False
AUD-CH-214-Pro-4801,CH-214,Profile Synthesis Agent,2026-03-02T11:06:17,0.87,completed,4863,False
AUD-CH-214-Pre-8729,CH-214,Prediction Agent,2026-03-02T11:06:36,0.9,completed,5131,False
AUD-CH-214-Dom-6431,CH-214,Domain Analysis Agent,2026-03-02T11:07:11,0.95,completed,3848,False
AUD-CH-214-Gui-7926,CH-214,Guideline Generation Agent,2026-03-02T11:07:41,0.99,completed,3012,False
AUD-CH-214-Goa-6114,CH-214,Goal Generation Agent,2026-03-02T11:08:13,0.74,escalated_to_human,373,True
AUD-CH-214-Mil-1790,CH-214,Milestone Planning Agent,2026-03-02T11:08:36,0.86,completed,4374,False
AUD-CH-214-Car-9571,CH-214,Caregiver Guidance Agent,2026-03-02T11:09:09,0.79,completed,5135,False
AUD-CH-214-Eth-4782,CH-214,Ethics and Consent Agent,2026-03-02T11:09:39,0.93,passed,1368,False
AUD-CH-214-Bia-2675,CH-214,Bias Monitoring Agent,2026-03-02T11:09:46,0.98,passed,602,False
AUD-CH-214-Dat-9275,CH-214,Data Quality Agent,2026-03-02T11:09:59,0.93,passed,351,False
AUD-CH-214-Con-1268,CH-214,Confidence and Abstention Agent,2026-03-02T11:10:01,0.97,passed,1795,False
AUD-CH-215-Inp-4652,CH-215,Input Aggregation Agent,2026-03-02T22:44:00,0.71,escalated_to_human,3245,True
AUD-CH-215-Pro-1153,CH-215,Profile Synthesis Agent,2026-03-02T22:44:30,0.74,escalated_to_human,1381,True
AUD-CH-215-Pre-3580,CH-215,Prediction Agent,2026-03-02T22:44:55,0.9,completed,2529,False
AUD-CH-215-Dom-5516,CH-215,Domain Analysis Agent,2026-03-02T22:45:19,0.95,completed,1891,False
AUD-CH-215-Gui-5781,CH-215,Guideline Generation Agent,2026-03-02T22:45:56,0.73,escalated_to_human,2465,True
AUD-CH-215-Goa-2515,CH-215,Goal Generation Agent,2026-03-02T22:46:36,0.88,completed,1463,False
AUD-CH-215-Mil-9812,CH-215,Milestone Planning Agent,2026-03-02T22:47:17,0.92,completed,1160,False
AUD-CH-215-Car-1832,CH-215,Caregiver Guidance Agent,2026-03-02T22:47:54,0.81,completed,3857,False
AUD-CH-215-Eth-6852,CH-215,Ethics and Consent Agent,2026-03-02T22:48:04,0.96,passed,1533,False
AUD-CH-215-Bia-2923,CH-215,Bias Monitoring Agent,2026-03-02T22:48:07,0.99,passed,2193,False
AUD-CH-215-Dat-6213,CH-215,Data Quality Agent,2026-03-02T22:48:17,0.96,passed,419,False
AUD-CH-215-Con-1553,CH-215,Confidence and Abstention Agent,2026-03-02T22:48:32,0.98,passed,434,False
AUD-CH-216-Inp-9811,CH-216,Input Aggregation Agent,2026-03-02T03:24:00,0.68,escalated_to_human,740,True
AUD-CH-216-Pro-5346,CH-216,Profile Synthesis Agent,2026-03-02T03:24:10,0.74,escalated_to_human,4248,True
AUD-CH-216-Pre-1364,CH-216,Prediction Agent,2026-03-02T03:24:34,0.74,escalated_to_human,4198,True
AUD-CH-216-Dom-3454,CH-216,Domain Analysis Agent,2026-03-02T03:24:45,0.72,escalated_to_human,2660,True
AUD-CH-216-Gui-1387,CH-216,Guideline Generation Agent,2026-03-02T03:25:16,0.91,completed,334,False
AUD-CH-216-Goa-7155,CH-216,Goal Generation Agent,2026-03-02T03:25:30,0.73,escalated_to_human,4760,True
AUD-CH-216-Mil-4058,CH-216,Milestone Planning Agent,2026-03-02T03:26:10,0.86,completed,3850,False
AUD-CH-216-Car-4526,CH-216,Caregiver Guidance Agent,2026-03-02T03:26:39,0.93,completed,266,False
AUD-CH-216-Eth-5297,CH-216,Ethics and Consent Agent,2026-03-02T03:26:45,0.92,passed,2376,False
AUD-CH-216-Bia-5356,CH-216,Bias Monitoring Agent,2026-03-02T03:26:55,0.96,passed,972,False
AUD-CH-216-Dat-8350,CH-216,Data Quality Agent,2026-03-02T03:27:06,0.97,passed,2302,False
AUD-CH-216-Con-8916,CH-216,Confidence and Abstention Agent,2026-03-02T03:27:20,0.91,passed,1479,False
AUD-CH-217-Inp-2273,CH-217,Input Aggregation Agent,2026-03-01T21:20:00,0.84,completed,3501,False
AUD-CH-217-Pro-3166,CH-217,Profile Synthesis Agent,2026-03-01T21:20:30,0.79,completed,2874,False
AUD-CH-217-Pre-4847,CH-217,Prediction Agent,2026-03-01T21:20:34,0.77,completed,5474,False
AUD-CH-217-Dom-5448,CH-217,Domain Analysis Agent,2026-03-01T21:21:00,0.8,completed,3487,False
AUD-CH-217-Gui-1087,CH-217,Guideline Generation Agent,2026-03-01T21:21:12,0.98,completed,841,False
AUD-CH-217-Goa-8113,CH-217,Goal Generation Agent,2026-03-01T21:21:46,0.68,escalated_to_human,5259,True
AUD-CH-217-Mil-7388,CH-217,Milestone Planning Agent,2026-03-01T21:22:23,0.83,completed,3175,False
AUD-CH-217-Car-5774,CH-217,Caregiver Guidance Agent,2026-03-01T21:22:53,0.87,completed,5031,False
AUD-CH-217-Eth-2959,CH-217,Ethics and Consent Agent,2026-03-01T21:22:59,0.95,passed,2162,False
AUD-CH-217-Bia-8269,CH-217,Bias Monitoring Agent,2026-03-01T21:23:06,0.91,passed,190,False
AUD-CH-217-Dat-6011,CH-217,Data Quality Agent,2026-03-01T21:23:10,0.97,passed,1842,False
AUD-CH-217-Con-3757,CH-217,Confidence and Abstention Agent,2026-03-01T21:23:25,0.93,passed,1526,False
AUD-CH-218-Inp-4702,CH-218,Input Aggregation Agent,2026-03-03T02:57:00,0.97,completed,1256,False
AUD-CH-218-Pro-5080,CH-218,Profile Synthesis Agent,2026-03-03T02:57:13,0.75,completed,2834,False
AUD-CH-218-Pre-1650,CH-218,Prediction Agent,2026-03-03T02:57:56,0.95,completed,821,False
AUD-CH-218-Dom-6800,CH-218,Domain Analysis Agent,2026-03-03T02:58:24,0.91,completed,1061,False
AUD-CH-218-Gui-5793,CH-218,Guideline Generation Agent,2026-03-03T02:59:09,0.95,completed,1657,False
AUD-CH-218-Goa-3047,CH-218,Goal Generation Agent,2026-03-03T02:59:30,0.72,escalated_to_human,4820,True
AUD-CH-218-Mil-3867,CH-218,Milestone Planning Agent,2026-03-03T03:00:05,0.85,completed,256,False
AUD-CH-218-Car-3317,CH-218,Caregiver Guidance Agent,2026-03-03T03:00:50,0.98,completed,5409,False
AUD-CH-218-Eth-1448,CH-218,Ethics and Consent Agent,2026-03-03T03:01:35,0.93,passed,482,False
AUD-CH-218-Bia-2323,CH-218,Bias Monitoring Agent,2026-03-03T03:01:43,0.99,passed,836,False
AUD-CH-218-Dat-8679,CH-218,Data Quality Agent,2026-03-03T03:01:52,0.94,passed,280,False
AUD-CH-218-Con-7090,CH-218,Confidence and Abstention Agent,2026-03-03T03:02:05,0.98,passed,625,False
AUD-CH-219-Inp-3539,CH-219,Input Aggregation Agent,2026-03-03T07:14:00,0.83,completed,3720,False
AUD-CH-219-Pro-2441,CH-219,Profile Synthesis Agent,2026-03-03T07:14:38,0.96,completed,5955,False
AUD-CH-219-Pre-6463,CH-219,Prediction Agent,2026-03-03T07:15:09,0.77,completed,2042,False
AUD-CH-219-Dom-1722,CH-219,Domain Analysis Agent,2026-03-03T07:15:23,0.94,completed,2193,False
AUD-CH-219-Gui-7563,CH-219,Guideline Generation Agent,2026-03-03T07:15:57,0.86,completed,1400,False
AUD-CH-219-Goa-6724,CH-219,Goal Generation Agent,2026-03-03T07:16:21,0.78,completed,3656,False
AUD-CH-219-Mil-7454,CH-219,Milestone Planning Agent,2026-03-03T07:16:52,0.96,completed,4618,False
AUD-CH-219-Car-5533,CH-219,Caregiver Guidance Agent,2026-03-03T07:17:32,0.71,escalated_to_human,2608,True
AUD-CH-219-Eth-2664,CH-219,Ethics and Consent Agent,2026-03-03T07:18:04,0.96,passed,2435,False
AUD-CH-219-Bia-7154,CH-219,Bias Monitoring Agent,2026-03-03T07:18:12,0.92,passed,1767,False
AUD-CH-219-Dat-4826,CH-219,Data Quality Agent,2026-03-03T07:18:18,0.94,passed,1788,False
AUD-CH-219-Con-5063,CH-219,Confidence and Abstention Agent,2026-03-03T07:18:27,0.94,passed,1349,False
AUD-CH-220-Inp-9081,CH-220,Input Aggregation Agent,2026-03-02T04:33:00,0.73,escalated_to_human,2511,True
AUD-CH-220-Pro-8483,CH-220,Profile Synthesis Agent,2026-03-02T04:33:27,0.72,escalated_to_human,1869,True
AUD-CH-220-Pre-5405,CH-220,Prediction Agent,2026-03-02T04:33:57,0.95,completed,3861,False
AUD-CH-220-Dom-1593,CH-220,Domain Analysis Agent,2026-03-02T04:34:39,0.76,completed,762,False
AUD-CH-220-Gui-7165,CH-220,Guideline Generation Agent,2026-03-02T04:34:46,0.81,completed,3034,False
AUD-CH-220-Goa-9820,CH-220,Goal Generation Agent,2026-03-02T04:35:25,0.97,completed,1516,False
AUD-CH-220-Mil-1516,CH-220,Milestone Planning Agent,2026-03-02T04:36:09,0.83,completed,5828,False
AUD-CH-220-Car-5125,CH-220,Caregiver Guidance Agent,2026-03-02T04:36:21,0.9,completed,1472,False
AUD-CH-220-Eth-4379,CH-220,Ethics and Consent Agent,2026-03-02T04:36:46,0.96,passed,319,False
AUD-CH-220-Bia-2956,CH-220,Bias Monitoring Agent,2026-03-02T04:36:55,0.93,passed,1389,False
AUD-CH-220-Dat-3833,CH-220,Data Quality Agent,2026-03-02T04:36:58,0.93,passed,308,False
AUD-CH-220-Con-7368,CH-220,Confidence and Abstention Agent,2026-03-02T04:37:08,0.98,passed,619,False
AUD-CH-221-Inp-3981,CH-221,Input Aggregation Agent,2026-03-01T14:32:00,0.93,completed,3414,False
AUD-CH-221-Pro-2113,CH-221,Profile Synthesis Agent,2026-03-01T14:32:38,0.81,completed,1468,False
AUD-CH-221-Pre-4875,CH-221,Prediction Agent,2026-03-01T14:32:54,0.87,completed,2718,False
AUD-CH-221-Dom-7246,CH-221,Domain Analysis Agent,2026-03-01T14:33:18,0.95,completed,5914,False
AUD-CH-221-Gui-7550,CH-221,Guideline Generation Agent,2026-03-01T14:33:45,0.87,completed,1685,False
AUD-CH-221-Goa-1647,CH-221,Goal Generation Agent,2026-03-01T14:33:50,0.76,completed,5194,False
AUD-CH-221-Mil-3946,CH-221,Milestone Planning Agent,2026-03-01T14:34:23,0.77,completed,2230,False
AUD-CH-221-Car-5717,CH-221,Caregiver Guidance Agent,2026-03-01T14:34:34,0.92,completed,5178,False
AUD-CH-221-Eth-7505,CH-221,Ethics and Consent Agent,2026-03-01T14:35:16,0.98,passed,1146,False
AUD-CH-221-Bia-9610,CH-221,Bias Monitoring Agent,2026-03-01T14:35:26,0.94,passed,1096,False
AUD-CH-221-Dat-8129,CH-221,Data Quality Agent,2026-03-01T14:35:38,0.99,passed,2096,False
AUD-CH-221-Con-8222,CH-221,Confidence and Abstention Agent,2026-03-01T14:35:42,0.92,passed,1931,False
AUD-CH-222-Inp-7329,CH-222,Input Aggregation Agent,2026-03-03T02:06:00,0.78,completed,3971,False
AUD-CH-222-Pro-1045,CH-222,Profile Synthesis Agent,2026-03-03T02:06:40,0.91,completed,1465,False
AUD-CH-222-Pre-1050,CH-222,Prediction Agent,2026-03-03T02:06:52,0.91,completed,2835,False
AUD-CH-222-Dom-4421,CH-222,Domain Analysis Agent,2026-03-03T02:07:03,0.85,completed,759,False
AUD-CH-222-Gui-8291,CH-222,Guideline Generation Agent,2026-03-03T02:07:25,0.91,completed,1574,False
AUD-CH-222-Goa-5678,CH-222,Goal Generation Agent,2026-03-03T02:07:34,0.74,escalated_to_human,2749,True
AUD-CH-222-Mil-7568,CH-222,Milestone Planning Agent,2026-03-03T02:08:08,0.85,completed,1124,False
AUD-CH-222-Car-5205,CH-222,Caregiver Guidance Agent,2026-03-03T02:08:24,0.75,completed,1807,False
AUD-CH-222-Eth-2803,CH-222,Ethics and Consent Agent,2026-03-03T02:08:40,0.91,passed,2324,False
AUD-CH-222-Bia-1639,CH-222,Bias Monitoring Agent,2026-03-03T02:08:55,0.92,passed,1478,False
AUD-CH-222-Dat-8745,CH-222,Data Quality Agent,2026-03-03T02:09:03,0.97,passed,474,False
AUD-CH-222-Con-9439,CH-222,Confidence and Abstention Agent,2026-03-03T02:09:17,0.94,passed,138,False
AUD-CH-223-Inp-6556,CH-223,Input Aggregation Agent,2026-03-03T06:56:00,0.93,completed,1281,False
AUD-CH-223-Pro-3463,CH-223,Profile Synthesis Agent,2026-03-03T06:56:27,0.93,completed,748,False
AUD-CH-223-Pre-8937,CH-223,Prediction Agent,2026-03-03T06:56:44,0.9,completed,4585,False
AUD-CH-223-Dom-7249,CH-223,Domain Analysis Agent,2026-03-03T06:56:52,0.81,completed,4590,False
AUD-CH-223-Gui-4595,CH-223,Guideline Generation Agent,2026-03-03T06:57:06,0.89,completed,3163,False
AUD-CH-223-Goa-1615,CH-223,Goal Generation Agent,2026-03-03T06:57:35,0.88,completed,5008,False
AUD-CH-223-Mil-9149,CH-223,Milestone Planning Agent,2026-03-03T06:57:56,0.87,completed,5001,False
AUD-CH-223-Car-2271,CH-223,Caregiver Guidance Agent,2026-03-03T06:58:29,0.96,completed,1770,False
AUD-CH-223-Eth-6994,CH-223,Ethics and Consent Agent,2026-03-03T06:58:34,0.95,passed,2451,False
AUD-CH-223-Bia-2647,CH-223,Bias Monitoring Agent,2026-03-03T06:58:49,0.96,passed,1021,False
AUD-CH-223-Dat-4675,CH-223,Data Quality Agent,2026-03-03T06:58:51,0.98,passed,363,False
AUD-CH-223-Con-6296,CH-223,Confidence and Abstention Agent,2026-03-03T06:58:55,0.95,passed,1026,False
AUD-CH-224-Inp-5456,CH-224,Input Aggregation Agent,2026-03-02T21:46:00,0.88,completed,3909,False
AUD-CH-224-Pro-9495,CH-224,Profile Synthesis Agent,2026-03-02T21:46:37,0.7,escalated_to_human,362,True
AUD-CH-224-Pre-1744,CH-224,Prediction Agent,2026-03-02T21:47:22,0.8,completed,1460,False
AUD-CH-224-Dom-4890,CH-224,Domain Analysis Agent,2026-03-02T21:48:07,0.92,completed,4539,False
AUD-CH-224-Gui-3856,CH-224,Guideline Generation Agent,2026-03-02T21:48:27,0.94,completed,2880,False
AUD-CH-224-Goa-9431,CH-224,Goal Generation Agent,2026-03-02T21:48:49,0.73,escalated_to_human,2879,True
AUD-CH-224-Mil-8904,CH-224,Milestone Planning Agent,2026-03-02T21:49:01,0.78,completed,5008,False
AUD-CH-224-Car-3918,CH-224,Caregiver Guidance Agent,2026-03-02T21:49:35,0.81,completed,2216,False
AUD-CH-224-Eth-9514,CH-224,Ethics and Consent Agent,2026-03-02T21:49:57,0.94,passed,298,False
AUD-CH-224-Bia-9077,CH-224,Bias Monitoring Agent,2026-03-02T21:50:00,0.91,passed,2337,False
AUD-CH-224-Dat-1571,CH-224,Data Quality Agent,2026-03-02T21:50:05,0.96,passed,2137,False
AUD-CH-224-Con-5206,CH-224,Confidence and Abstention Agent,2026-03-02T21:50:07,0.97,passed,1856,False
AUD-CH-225-Inp-1356,CH-225,Input Aggregation Agent,2026-03-02T18:14:00,0.99,completed,2262,False
AUD-CH-225-Pro-7311,CH-225,Profile Synthesis Agent,2026-03-02T18:14:08,0.92,completed,4854,False
AUD-CH-225-Pre-5308,CH-225,Prediction Agent,2026-03-02T18:14:37,0.73,escalated_to_human,5085,True
AUD-CH-225-Dom-5985,CH-225,Domain Analysis Agent,2026-03-02T18:15:05,0.74,escalated_to_human,3392,True
AUD-CH-225-Gui-4366,CH-225,Guideline Generation Agent,2026-03-02T18:15:36,0.83,completed,2212,False
AUD-CH-225-Goa-9061,CH-225,Goal Generation Agent,2026-03-02T18:16:11,0.69,escalated_to_human,1842,True
AUD-CH-225-Mil-1795,CH-225,Milestone Planning Agent,2026-03-02T18:16:31,0.93,completed,2789,False
AUD-CH-225-Car-3622,CH-225,Caregiver Guidance Agent,2026-03-02T18:16:35,0.97,completed,4086,False
AUD-CH-225-Eth-7831,CH-225,Ethics and Consent Agent,2026-03-02T18:16:55,0.94,passed,277,False
AUD-CH-225-Bia-8764,CH-225,Bias Monitoring Agent,2026-03-02T18:17:10,0.78,flagged_for_review,885,True
AUD-CH-225-Dat-1243,CH-225,Data Quality Agent,2026-03-02T18:17:25,0.99,passed,585,False
AUD-CH-225-Con-9056,CH-225,Confidence and Abstention Agent,2026-03-02T18:17:31,0.95,passed,2361,False
AUD-CH-226-Inp-1499,CH-226,Input Aggregation Agent,2026-03-01T19:06:00,0.95,completed,3045,False
AUD-CH-226-Pro-8874,CH-226,Profile Synthesis Agent,2026-03-01T19:06:19,0.71,escalated_to_human,5609,True
AUD-CH-226-Pre-4412,CH-226,Prediction Agent,2026-03-01T19:06:37,0.7,escalated_to_human,5371,True
AUD-CH-226-Dom-6026,CH-226,Domain Analysis Agent,2026-03-01T19:07:19,0.82,completed,1487,False
AUD-CH-226-Gui-8863,CH-226,Guideline Generation Agent,2026-03-01T19:07:46,0.99,completed,5902,False
AUD-CH-226-Goa-8690,CH-226,Goal Generation Agent,2026-03-01T19:08:00,0.74,escalated_to_human,2917,True
AUD-CH-226-Mil-9842,CH-226,Milestone Planning Agent,2026-03-01T19:08:18,0.9,completed,1492,False
AUD-CH-226-Car-3535,CH-226,Caregiver Guidance Agent,2026-03-01T19:08:48,0.73,escalated_to_human,5761,True
AUD-CH-226-Eth-6294,CH-226,Ethics and Consent Agent,2026-03-01T19:09:19,0.97,passed,531,False
AUD-CH-226-Bia-9858,CH-226,Bias Monitoring Agent,2026-03-01T19:09:32,0.94,passed,1577,False
AUD-CH-226-Dat-6120,CH-226,Data Quality Agent,2026-03-01T19:09:35,0.98,passed,2077,False
AUD-CH-226-Con-4523,CH-226,Confidence and Abstention Agent,2026-03-01T19:09:41,0.72,flagged_for_review,1836,True
AUD-CH-227-Inp-9136,CH-227,Input Aggregation Agent,2026-03-01T18:42:00,0.75,completed,5466,False
AUD-CH-227-Pro-2298,CH-227,Profile Synthesis Agent,2026-03-01T18:42:32,0.79,completed,2991,False
AUD-CH-227-Pre-7949,CH-227,Prediction Agent,2026-03-01T18:42:38,0.68,escalated_to_human,186,True
AUD-CH-227-Dom-2461,CH-227,Domain Analysis Agent,2026-03-01T18:43:11,0.97,completed,3443,False
AUD-CH-227-Gui-1188,CH-227,Guideline Generation Agent,2026-03-01T18:43:49,0.8,completed,4487,False
AUD-CH-227-Goa-6240,CH-227,Goal Generation Agent,2026-03-01T18:44:05,0.96,completed,5884,False
AUD-CH-227-Mil-8476,CH-227,Milestone Planning Agent,2026-03-01T18:44:12,0.97,completed,3276,False
AUD-CH-227-Car-6258,CH-227,Caregiver Guidance Agent,2026-03-01T18:44:56,0.89,completed,887,False
AUD-CH-227-Eth-7984,CH-227,Ethics and Consent Agent,2026-03-01T18:45:17,0.98,passed,261,False
AUD-CH-227-Bia-2398,CH-227,Bias Monitoring Agent,2026-03-01T18:45:23,0.96,passed,1077,False
AUD-CH-227-Dat-1107,CH-227,Data Quality Agent,2026-03-01T18:45:37,0.94,passed,609,False
AUD-CH-227-Con-5415,CH-227,Confidence and Abstention Agent,2026-03-01T18:45:46,0.98,passed,419,False
AUD-CH-228-Inp-1060,CH-228,Input Aggregation Agent,2026-03-02T09:23:00,0.71,escalated_to_human,2174,True
AUD-CH-228-Pro-6133,CH-228,Profile Synthesis Agent,2026-03-02T09:23:35,0.89,completed,2323,False
AUD-CH-228-Pre-2768,CH-228,Prediction Agent,2026-03-02T09:24:15,0.82,completed,3598,False
AUD-CH-228-Dom-1770,CH-228,Domain Analysis Agent,2026-03-02T09:24:47,0.88,completed,2264,False
AUD-CH-228-Gui-4478,CH-228,Guideline Generation Agent,2026-03-02T09:25:00,0.89,completed,1722,False
